r0_Discrim_PC_125,r0_Discrim_PC_250,r0_Discrim_PC_1000,r0_VE_PC_125,r0_VE_PC_250,r0_VE_PC_1000,r0_Discrim 125 RT,r0_Discrim 250 RT,r0_Discrim 1000 RT,r0_VE 125 RT,r0_VE 250 RT,r0_VE 1000 RT,r1_Discrim_PC_125,r1_Discrim_PC_250,r1_Discrim_PC_1000,r1_VE_PC_125,r1_VE_PC_250,r1_VE_PC_1000,r1_Discrim 125 RT,r1_Discrim 250 RT,r1_Discrim 1000 RT,r1_VE 125 RT,r1_VE 250 RT,r1_VE 1000 RT
1.0,0.7314073762981795,0.7372408771690461,0.6128974681168587,0.5669319024189441,0.5676567341103526,-0.693356839998085,-0.71444727737899,-0.5673731378221091,-0.1452698650517058,-0.1923666297212307,-0.36644275897986156,0.8818717244373254,0.8116428105771698,0.6777971438310887,0.5675879375033963,0.6045759155546154,0.5277332134731749,-0.627603073677621,-0.724107880718717,-0.5729977497668276,0.027510870730109025,-0.19810147524143432,-0.2316983580430694
0.7314073762981795,1.0,0.7716476608788326,0.6594320933359361,0.6850003351920281,0.6103810949441711,-0.5938290040733242,-0.7036723825374932,-0.5890903631971577,0.02208892393930869,-0.049391265322425604,-0.24698922193387923,0.7646180122236166,0.8193986476239669,0.6781869261770939,0.5719263016119415,0.650366244793174,0.5944196124140764,-0.5937244718358252,-0.6180269850922386,-0.5325001529408498,0.05672980746126807,-0.17522366329597402,-0.2093955488549789
0.7372408771690461,0.7716476608788326,1.0,0.5931097609263347,0.6203813834418919,0.655026622162851,-0.6320571604000754,-0.6640136426459199,-0.6426917064842682,-0.13880345413277223,-0.19463675762943672,-0.4449198338157038,0.7071912792758206,0.8547072392676408,0.8583408213509605,0.5830089966774622,0.6621238360028633,0.6864351068083027,-0.5507247035441876,-0.6736027372129477,-0.5696201768761798,-0.053822843781802555,-0.2600807512862241,-0.20779916219014088
0.6128974681168587,0.6594320933359361,0.5931097609263347,1.0,0.7009084357341211,0.632470592089656,-0.48788628211928836,-0.5580913727168139,-0.4826920615688766,0.008460806847544446,-0.022185896218548967,-0.1982203476553219,0.6260575718313335,0.611299227871776,0.5934523428767118,0.5119317706572963,0.48219427318879593,0.5736005873508598,-0.49518095221085,-0.5181114685194244,-0.4460578131475409,0.0944426980747534,-0.14546921155017475,-0.10631913976297903
0.5669319024189441,0.6850003351920281,0.6203813834418919,0.7009084357341211,1.0,0.7165092212759854,-0.4525826861550703,-0.5429836723477031,-0.45869791015496625,0.04237964409303947,-0.02186169735056735,-0.1709310027508747,0.5685571873577132,0.6590052609086849,0.5869686786022772,0.44889320189197357,0.5210518311405125,0.49749016428026965,-0.4515923988798237,-0.43688857001571435,-0.4160811202861605,0.06147189936609718,-0.05374836611263033,-0.0840386637095546
0.5676567341103526,0.6103810949441711,0.655026622162851,0.632470592089656,0.7165092212759854,1.0,-0.44878210086090037,-0.5335411214201116,-0.49509002770714616,-0.06845255905792569,-0.12795408289688265,-0.2704388845798388,0.5411839396103116,0.6500010301105736,0.6014435472893095,0.4694258212962694,0.526712121438878,0.533947506079189,-0.38984395412279726,-0.49954560248241275,-0.412169405238209,0.03373560559285288,-0.2051434867770441,-0.06688557494781067
-0.693356839998085,-0.5938290040733242,-0.6320571604000754,-0.48788628211928836,-0.4525826861550703,-0.44878210086090037,1.0,0.7027900859068044,0.6480186137525076,0.2918547941026958,0.2600608067952205,0.47416276416976993,-0.6341912953684348,-0.6111640869158839,-0.5831138207787026,-0.4511741153571238,-0.45698542785500273,-0.44749864103464804,0.810868869497857,0.7628299794843354,0.537344984804554,0.19988633336684725,0.35428461118965754,0.29260483525340003
-0.71444727737899,-0.7036723825374932,-0.6640136426459199,-0.5580913727168139,-0.5429836723477031,-0.5335411214201116,0.7027900859068044,1.0,0.6222881624426528,0.09236726834883302,0.15395357482238506,0.4584854281711498,-0.6771799295271137,-0.6441189245218822,-0.6207334835909907,-0.5151415725065634,-0.5489139330133456,-0.5094281547527386,0.6961833604648511,0.7928812386162163,0.5624737207674034,0.10697274193002802,0.3236635852488968,0.29341021405012446
-0.5673731378221091,-0.5890903631971577,-0.6426917064842682,-0.4826920615688766,-0.45869791015496625,-0.49509002770714616,0.6480186137525076,0.6222881624426528,1.0,0.37658117403868996,0.2790044626613662,0.48647156915276807,-0.5152252495686659,-0.6197754790368469,-0.5247875067194503,-0.39142177425377106,-0.4638178196887818,-0.464405593166194,0.6123487942318873,0.6024195970999215,0.656281571618796,0.268545921130403,0.5168652493118805,0.3705725119742359
-0.1452698650517058,0.02208892393930869,-0.13880345413277223,0.008460806847544446,0.04237964409303947,-0.06845255905792569,0.2918547941026958,0.09236726834883302,0.37658117403868996,1.0,0.4591911370558044,0.5309153053562742,0.02369808347434841,-0.10261016655859966,-0.10511800169864702,0.07814002534787468,-0.004660052005823105,-0.07380388524708818,0.28579299352101833,0.21650517121449384,0.2545347886495113,0.3956792530992252,0.5448046351698654,0.22292738953525645
-0.1923666297212307,-0.049391265322425604,-0.19463675762943672,-0.022185896218548967,-0.02186169735056735,-0.12795408289688265,0.2600608067952205,0.15395357482238506,0.2790044626613662,0.4591911370558044,1.0,0.5501039026879182,-0.13954220400739162,-0.18678773136440793,-0.17971249117234364,0.011990152618856671,-0.05194609023168029,-0.07544288732959696,0.26425025978479744,0.24120889725793412,0.26861260359554484,0.4513004215269701,0.42716692413706636,0.27595426810360724
-0.36644275897986156,-0.24698922193387923,-0.4449198338157038,-0.1982203476553219,-0.1709310027508747,-0.2704388845798388,0.47416276416976993,0.4584854281711498,0.48647156915276807,0.5309153053562742,0.5501039026879182,1.0,-0.2627556379488441,-0.38374134083386413,-0.3415688946349305,-0.18103241062616166,-0.23070302117834623,-0.22779570425905374,0.4009145830070698,0.48627576189152183,0.36344663154730594,0.4582747273019961,0.4932111406527205,0.35109962383610743
0.8818717244373254,0.7646180122236166,0.7071912792758206,0.6260575718313335,0.5685571873577132,0.5411839396103116,-0.6341912953684348,-0.6771799295271137,-0.5152252495686659,0.02369808347434841,-0.13954220400739162,-0.2627556379488441,1.0,0.8150366086218992,0.6184161070432082,0.5858528088520548,0.5962775428218804,0.5348801164647315,-0.6224969237336078,-0.6686522752011548,-0.5249821329698108,0.08292699312475092,-0.0988975406056898,-0.20085218794361753
0.8116428105771698,0.8193986476239669,0.8547072392676408,0.611299227871776,0.6590052609086849,0.6500010301105736,-0.6111640869158839,-0.6441189245218822,-0.6197754790368469,-0.10261016655859966,-0.18678773136440793,-0.38374134083386413,0.8150366086218992,1.0,0.7492800153982945,0.6305854497547626,0.7022666663073298,0.6389911410471152,-0.5774340427531586,-0.6876951964966924,-0.548342575068977,-0.02911015680179717,-0.1861187098263594,-0.199587188470651
0.6777971438310887,0.6781869261770939,0.8583408213509605,0.5934523428767118,0.5869686786022772,0.6014435472893095,-0.5831138207787026,-0.6207334835909907,-0.5247875067194503,-0.10511800169864702,-0.17971249117234364,-0.3415688946349305,0.6184161070432082,0.7492800153982945,1.0,0.5467180210255466,0.5867403621688154,0.6871316893184988,-0.5128304660790058,-0.676735957689757,-0.5385069730382616,-0.07019256413466311,-0.1890833966379739,-0.17363052767748138
0.5675879375033963,0.5719263016119415,0.5830089966774622,0.5119317706572963,0.44889320189197357,0.4694258212962694,-0.4511741153571238,-0.5151415725065634,-0.39142177425377106,0.07814002534787468,0.011990152618856671,-0.18103241062616166,0.5858528088520548,0.6305854497547626,0.5467180210255466,1.0,0.7417204483993713,0.6513856466199783,-0.3792503646637146,-0.4676542246266782,-0.3293289674490155,0.11832440014570941,0.010898744947903162,-0.06585370696955213
0.6045759155546154,0.650366244793174,0.6621238360028633,0.48219427318879593,0.5210518311405125,0.526712121438878,-0.45698542785500273,-0.5489139330133456,-0.4638178196887818,-0.004660052005823105,-0.05194609023168029,-0.23070302117834623,0.5962775428218804,0.7022666663073298,0.5867403621688154,0.7417204483993713,1.0,0.7203321824735166,-0.41815582221048303,-0.5084412370315045,-0.36478694675113454,0.14071705743702295,-0.06824376546129744,-0.06716974923257793
0.5277332134731749,0.5944196124140764,0.6864351068083027,0.5736005873508598,0.49749016428026965,0.533947506079189,-0.44749864103464804,-0.5094281547527386,-0.464405593166194,-0.07380388524708818,-0.07544288732959696,-0.22779570425905374,0.5348801164647315,0.6389911410471152,0.6871316893184988,0.6513856466199783,0.7203321824735166,1.0,-0.38805947381417066,-0.48986478761624547,-0.38990092344684235,-0.05707326410286458,-0.18483105765236285,-0.08292987171435375
-0.627603073677621,-0.5937244718358252,-0.5507247035441876,-0.49518095221085,-0.4515923988798237,-0.38984395412279726,0.810868869497857,0.6961833604648511,0.6123487942318873,0.28579299352101833,0.26425025978479744,0.4009145830070698,-0.6224969237336078,-0.5774340427531586,-0.5128304660790058,-0.3792503646637146,-0.41815582221048303,-0.38805947381417066,1.0,0.7121902837637085,0.5846845550639186,0.28922387201834515,0.31688458343991216,0.3126356787208554
-0.724107880718717,-0.6180269850922386,-0.6736027372129477,-0.5181114685194244,-0.43688857001571435,-0.49954560248241275,0.7628299794843354,0.7928812386162163,0.6024195970999215,0.21650517121449384,0.24120889725793412,0.48627576189152183,-0.6686522752011548,-0.6876951964966924,-0.676735957689757,-0.4676542246266782,-0.5084412370315045,-0.48986478761624547,0.7121902837637085,1.0,0.5781778655107944,0.2019679434836204,0.3660040796634625,0.31899113623817005
-0.5729977497668276,-0.5325001529408498,-0.5696201768761798,-0.4460578131475409,-0.4160811202861605,-0.412169405238209,0.537344984804554,0.5624737207674034,0.656281571618796,0.2545347886495113,0.26861260359554484,0.36344663154730594,-0.5249821329698108,-0.548342575068977,-0.5385069730382616,-0.3293289674490155,-0.36478694675113454,-0.38990092344684235,0.5846845550639186,0.5781778655107944,1.0,0.2309669515900349,0.38736908062291436,0.3709359494815585
0.027510870730109025,0.05672980746126807,-0.053822843781802555,0.0944426980747534,0.06147189936609718,0.03373560559285288,0.19988633336684725,0.10697274193002802,0.268545921130403,0.3956792530992252,0.4513004215269701,0.4582747273019961,0.08292699312475092,-0.02911015680179717,-0.07019256413466311,0.11832440014570941,0.14071705743702295,-0.05707326410286458,0.28922387201834515,0.2019679434836204,0.2309669515900349,1.0,0.44715459790032347,0.3755786431908094
-0.19810147524143432,-0.17522366329597402,-0.2600807512862241,-0.14546921155017475,-0.05374836611263033,-0.2051434867770441,0.35428461118965754,0.3236635852488968,0.5168652493118805,0.5448046351698654,0.42716692413706636,0.4932111406527205,-0.0988975406056898,-0.1861187098263594,-0.1890833966379739,0.010898744947903162,-0.06824376546129744,-0.18483105765236285,0.31688458343991216,0.3660040796634625,0.38736908062291436,0.44715459790032347,1.0,0.3980716634050144
-0.2316983580430694,-0.2093955488549789,-0.20779916219014088,-0.10631913976297903,-0.0840386637095546,-0.06688557494781067,0.29260483525340003,0.29341021405012446,0.3705725119742359,0.22292738953525645,0.27595426810360724,0.35109962383610743,-0.20085218794361753,-0.199587188470651,-0.17363052767748138,-0.06585370696955213,-0.06716974923257793,-0.08292987171435375,0.3126356787208554,0.31899113623817005,0.3709359494815585,0.3755786431908094,0.3980716634050144,1.0
